pk_emissions,report_id,location_id,location_name,active,country,bu_rc_id,bu_rc_name,fiscal_year,fiscal_quarter,status,scope,media_type,halo_name,halos_subtype,emission_type,emissions_t,co2_factor,co2e_t,r11e_t,r11_factor,refrigerant,kyoto_gases_remark,halogenated_carbons_remark,source_last_updated,load_date
637c93c5d056386994cc4b6d7976885d,1207,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2023,Q4,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,2.068736,0.9933,2.054875,0.0,0.0,,,,2023-07-27 00:00:00.000,2026-07-10 08:00:00.000
,1207,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2023,Q4,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.19655,3975.9,781.463145,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2023-07-27 00:00:00.000,2026-07-10 08:00:00.000
,1208,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q1,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.006064,24803.9305,150.411035,0.0,0.0,,,,2023-11-10 00:00:00.000,2026-07-10 08:00:00.000
35e079cc3a1a001d6933abd5490ee66f,1208,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q1,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.00907,270.5224,2.453638,0.0,0.0,,,,2023-11-10 00:00:00.000,2026-07-10 08:00:00.000
e8edb838028989f10a79ef716a1500d0,1208,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q1,Approved,Scope 1,Methane,,,Kyoto Gases,0.817502,27.3794,22.382714,0.0,0.0,,Data sourced from metered measurements at site level.,,2023-11-10 00:00:00.000,2026-07-10 08:00:00.000
9fa187ce863949d09aab5f97269d64ba,1208,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q1,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,1.977097,0.9787,1.934985,0.0,0.0,,Data sourced from metered measurements at site level.,,2023-11-10 00:00:00.000,2026-07-10 08:00:00.000
8c375dcfc8bbeeb2c6e024ced99579d2,1208,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q1,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.169422,3910.59,662.539979,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2023-11-10 00:00:00.000,2026-07-10 08:00:00.000
,1209,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q2,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.006957,24243.9511,168.665168,0.0,0.0,,,,2024-01-31 00:00:00.000,2026-07-10 08:00:00.000
fff24f0812219b86ac02c7ca47ad6823,1209,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q2,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.008351,272.8563,2.278623,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,Minor leak detected and repaired during maintenance.,2024-01-31 00:00:00.000,2026-07-10 08:00:00.000
,1209,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q2,Approved,Scope 1,Methane,,,Kyoto Gases,0.980461,26.2301,25.71759,0.0,0.0,,,,2024-01-31 00:00:00.000,2026-07-10 08:00:00.000
,1209,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q2,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,1.801627,0.9956,1.7937,0.0,0.0,,,,2024-01-31 00:00:00.000,2026-07-10 08:00:00.000
0be48f5cc9abb67c3ed7c904c88804a7,1209,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q2,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.189811,3981.82,755.793236,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2024-01-31 00:00:00.000,2026-07-10 08:00:00.000
2c04086f7f63edf3998d5faa5df56991,1210,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q3,Approved,Scope 1,SF6 (emitted amount = eM),NO HALO,,Kyoto Gases,0.005715,23999.0806,137.154746,0.0,0.0,,,,2024-04-28 00:00:00.000,2026-07-10 08:00:00.000
e41fdfc2a07ee9747ed46bfa239b24aa,1210,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q3,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.008999,275.0612,2.475276,0.0,0.0,,,,2024-04-28 00:00:00.000,2026-07-10 08:00:00.000
940f384f1acf7bdaae09681a578a1019,1210,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q3,Approved,Scope 1,Methane,,,Kyoto Gases,0.821845,26.2003,21.532586,0.0,0.0,,,,2024-04-28 00:00:00.000,2026-07-10 08:00:00.000
542e5b6c7fc50e46ec79bae35170813b,1210,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q3,Approved,Scope 1,Technical Carbon Dioxide,NO HALO,,Kyoto Gases,1.984723,0.99,1.964876,0.0,0.0,,,,2024-04-28 00:00:00.000,2026-07-10 08:00:00.000
55c21fcc565a9da535128633d951ec57,1210,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q3,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.177799,3819.85,679.16551,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2024-04-28 00:00:00.000,2026-07-10 08:00:00.000
fba2fbc6a66b495835f5ce27b5543447,1211,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q4,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.006722,24972.1678,167.862912,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,Refrigerant charge calculated from equipment log.,2024-08-03 00:00:00.000,2026-07-10 08:00:00.000
46c4333a0dfa32fc1af10489edd71991,1211,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q4,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.008088,270.7801,2.190069,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,,2024-08-03 00:00:00.000,2026-07-10 08:00:00.000
fbbcb1511cf5f93a8030b6d47a31a754,1211,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q4,Approved,Scope 1,Methane,,,Kyoto Gases,1.02188,26.5291,27.109557,0.0,0.0,,,,2024-08-03 00:00:00.000,2026-07-10 08:00:00.000
,1211,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q4,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,2.221917,1.021,2.268577,0.0,0.0,,,,2024-08-03 00:00:00.000,2026-07-10 08:00:00.000
1f2151f122f488288db87e115cd864ef,1211,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2024,Q4,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.159823,3982.44,636.485508,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2024-08-03 00:00:00.000,2026-07-10 08:00:00.000
6a9da226a78150dcec4620dc37b0f2ba,1212,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q1,Approved,Scope 1,SF6 (emitted amount = eM),NO HALO,,Kyoto Gases,0.007022,25017.191,175.670715,0.0,0.0,,,Refrigerant charge calculated from equipment log.,2024-11-16 00:00:00.000,2026-07-10 08:00:00.000
6d888ac5a591cc0da1848eac79b82dae,1212,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q1,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.007925,266.1127,2.108943,0.0,0.0,,,Minor leak detected and repaired during maintenance.,2024-11-16 00:00:00.000,2026-07-10 08:00:00.000
3eaa3b244b4bae643a31773540d0bd6d,1212,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q1,Approved,Scope 1,Methane,NO HALO,,Kyoto Gases,0.819661,27.7031,22.707151,0.0,0.0,,,,2024-11-16 00:00:00.000,2026-07-10 08:00:00.000
f3a3ca015bf6669bb9c6b68f1f83e890,1212,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q1,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,1.787301,0.9979,1.783548,0.0,0.0,,,,2024-11-16 00:00:00.000,2026-07-10 08:00:00.000
,1212,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q1,Approved,Scope 1,Halogenated Carbons,R404A,,Halogenated Carbons,0.170282,3938.79,670.705039,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2024-11-16 00:00:00.000,2026-07-10 08:00:00.000
f601f7508cca19c428b939a44f35feee,1213,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q2,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.005784,23768.7657,137.478541,0.0,0.0,,,,2025-02-14 00:00:00.000,2026-07-10 08:00:00.000
,1213,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q2,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.008407,275.0289,2.312168,0.0,0.0,,,,2025-02-14 00:00:00.000,2026-07-10 08:00:00.000
c02c22b96a7b4c3faad7025115168136,1213,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q2,Approved,Scope 1,Methane,NO HALO,,Kyoto Gases,0.944475,27.1273,25.621057,0.0,0.0,,Data sourced from metered measurements at site level.,,2025-02-14 00:00:00.000,2026-07-10 08:00:00.000
9441f1c9076a74db87c2ed042ae5bed1,1213,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q2,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,2.141204,0.994,2.128357,0.0,0.0,,Data sourced from metered measurements at site level.,,2025-02-14 00:00:00.000,2026-07-10 08:00:00.000
1391949aaa9bec9d8a2689ced2a556e6,1213,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q2,Approved,Scope 1,Halogenated Carbons,R404A,,Halogenated Carbons,0.196362,3965.78,778.728492,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2025-02-14 00:00:00.000,2026-07-10 08:00:00.000
,1214,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q3,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.006211,24683.502,153.309231,0.0,0.0,,,,2025-04-16 00:00:00.000,2026-07-10 08:00:00.000
b20e312c02fa31972266f737906dc461,1214,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q3,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.007141,276.23,1.972558,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,,2025-04-16 00:00:00.000,2026-07-10 08:00:00.000
0658ee1f6555d11278b1a7ba4ea41372,1214,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q3,Approved,Scope 1,Methane,,,Kyoto Gases,0.839404,26.9425,22.615642,0.0,0.0,,,,2025-04-16 00:00:00.000,2026-07-10 08:00:00.000
,1214,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q3,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,2.292334,0.9844,2.256574,0.0,0.0,,,,2025-04-16 00:00:00.000,2026-07-10 08:00:00.000
8f0b199e649ce4aff9b9dbc39374beb5,1214,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q3,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.1932,3937.3,760.68636,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2025-04-16 00:00:00.000,2026-07-10 08:00:00.000
d7a6a0f855b29b8b41377f05803087c8,1215,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q4,Approved,Scope 1,SF6 (emitted amount = eM),NO HALO,,Kyoto Gases,0.006577,24461.101,160.880661,0.0,0.0,,,,2025-08-05 00:00:00.000,2026-07-10 08:00:00.000
259e7f63d5a5c2c73ac1ac14b3abb9f2,1215,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q4,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.007539,280.5662,2.115189,0.0,0.0,,,,2025-08-05 00:00:00.000,2026-07-10 08:00:00.000
ca2bf5328257a54d4f363a79937f971e,1215,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q4,Approved,Scope 1,Methane,NO HALO,,Kyoto Gases,0.806743,26.2455,21.173373,0.0,0.0,,,,2025-08-05 00:00:00.000,2026-07-10 08:00:00.000
1fd950c99d2413c1a28b5ef5ebecb41f,1215,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q4,Approved,Scope 1,Technical Carbon Dioxide,NO HALO,,Kyoto Gases,2.211284,1.02,2.25551,0.0,0.0,,,,2025-08-05 00:00:00.000,2026-07-10 08:00:00.000
b42ce17e679bc1d58b56ec1a24368114,1215,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2025,Q4,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.171683,3981.86,683.61767,0.0,0.0,True,,,2025-08-05 00:00:00.000,2026-07-10 08:00:00.000
,1216,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q1,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.006267,24338.7766,152.531113,0.0,0.0,,,Refrigerant charge calculated from equipment log.,2025-10-29 00:00:00.000,2026-07-10 08:00:00.000
,1216,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q1,Approved,Scope 1,Nitrous Oxide (N2O),NO HALO,,Kyoto Gases,0.008239,267.0625,2.200328,0.0,0.0,,,,2025-10-29 00:00:00.000,2026-07-10 08:00:00.000
9b2071b56adea744dcf9bacdead3194e,1216,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q1,Approved,Scope 1,Methane,,,Kyoto Gases,0.867799,26.4448,22.948771,0.0,0.0,,Data sourced from metered measurements at site level.,,2025-10-29 00:00:00.000,2026-07-10 08:00:00.000
,1216,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q1,Approved,Scope 1,Technical Carbon Dioxide,NO HALO,,Kyoto Gases,2.199793,0.9758,2.146558,0.0,0.0,,,,2025-10-29 00:00:00.000,2026-07-10 08:00:00.000
abed10d3b935e1c66557ccbdf0d0b0ee,1216,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q1,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.174003,3973.61,691.420061,0.0,0.0,False,,Refrigerant charge calculated from equipment log.,2025-10-29 00:00:00.000,2026-07-10 08:00:00.000
052ae859c6821bcc9e9cbc283e349daf,1217,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q2,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.006208,24965.4351,154.985421,0.0,0.0,,,,2026-01-25 00:00:00.000,2026-07-10 08:00:00.000
,1217,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q2,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.007329,266.0692,1.950021,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,,2026-01-25 00:00:00.000,2026-07-10 08:00:00.000
ec88aca806e031f08316a3e6b999323e,1217,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q2,Approved,Scope 1,Methane,,,Kyoto Gases,0.84908,27.1285,23.034267,0.0,0.0,,Data sourced from metered measurements at site level.,,2026-01-25 00:00:00.000,2026-07-10 08:00:00.000
a0c06d3a9744be3c3355914f622fbd8e,1217,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q2,Approved,Scope 1,Technical Carbon Dioxide,NO HALO,,Kyoto Gases,2.05281,0.985,2.022018,0.0,0.0,,,,2026-01-25 00:00:00.000,2026-07-10 08:00:00.000
f21c48877c7880b851872ae7af8792e0,1217,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q2,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.163854,4019.97,658.688164,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2026-01-25 00:00:00.000,2026-07-10 08:00:00.000
6c3b465d1675b7d71de3f7508ce3760d,1218,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q3,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.005746,24360.4842,139.975342,0.0,0.0,,,,2026-05-02 00:00:00.000,2026-07-10 08:00:00.000
,1218,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q3,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.007512,276.3985,2.076306,0.0,0.0,,,,2026-05-02 00:00:00.000,2026-07-10 08:00:00.000
38e214f25f333d6f8967f4deb079e7d5,1218,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q3,Approved,Scope 1,Methane,,,Kyoto Gases,0.868165,27.2826,23.685798,0.0,0.0,,Data sourced from metered measurements at site level.,,2026-05-02 00:00:00.000,2026-07-10 08:00:00.000
,1218,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q3,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,1.84363,0.9788,1.804545,0.0,0.0,,,,2026-05-02 00:00:00.000,2026-07-10 08:00:00.000
201cc84f40ae0d70dee71f909acec22a,1218,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q3,Approved,Scope 1,Halogenated Carbons,R404A,HFC,Halogenated Carbons,0.164003,3817.83,626.135573,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2026-05-02 00:00:00.000,2026-07-10 08:00:00.000
618876910d36337519cb2ff739c9a7c2,1219,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q4,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.005483,24525.1848,134.471588,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,,2026-08-11 00:00:00.000,2026-07-10 08:00:00.000
2a4c391942dfc92c54bbe4f28a3906cb,1219,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q4,Approved,Scope 1,Nitrous Oxide (N2O),NO HALO,,Kyoto Gases,0.007229,266.0153,1.923025,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,,2026-08-11 00:00:00.000,2026-07-10 08:00:00.000
832b8d2e311ebeb00b974487ae6c0153,1219,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q4,Approved,Scope 1,Methane,NO HALO,,Kyoto Gases,0.882427,27.0454,23.865591,0.0,0.0,,,Annual refrigerant top-up recorded; leak-check performed.,2026-08-11 00:00:00.000,2026-07-10 08:00:00.000
,1219,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q4,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,2.088627,0.9991,2.086747,0.0,0.0,,,,2026-08-11 00:00:00.000,2026-07-10 08:00:00.000
,1219,11,Synthetic Site 011,True,DK,3008,SI_D_TI,2026,Q4,Approved,Scope 1,Halogenated Carbons,R404A,,Halogenated Carbons,0.194348,3896.59,757.294473,0.0,0.0,True,,Refrigerant charge calculated from equipment log.,2026-08-11 00:00:00.000,2026-07-10 08:00:00.000
,1220,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q1,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.007614,23912.7819,182.071921,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,Minor leak detected and repaired during maintenance.,2021-10-24 00:00:00.000,2026-07-10 08:00:00.000
a67d4e553d86ad3449dd15e9dfea103c,1220,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q1,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.038141,276.8084,10.557749,0.0,0.0,,,,2021-10-24 00:00:00.000,2026-07-10 08:00:00.000
02a87a93bac03d1febb2a1095f5d54ab,1220,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q1,Approved,Scope 1,Methane,,,Kyoto Gases,0.175257,27.2612,4.777716,0.0,0.0,,Data sourced from metered measurements at site level.,,2021-10-24 00:00:00.000,2026-07-10 08:00:00.000
d601403c5f9ec40db86b462e572e3f94,1220,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q1,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,3.129975,1.0185,3.18788,0.0,0.0,,,Refrigerant charge calculated from equipment log.,2021-10-24 00:00:00.000,2026-07-10 08:00:00.000
39abf4a8c0c5d90f4bc942bbb81f72be,1220,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q1,Approved,Scope 1,Halogenated Carbons,R290,HC,Halogenated Carbons,0.174096,3.0,0.522288,0.0,0.0,True,,Minor leak detected and repaired during maintenance.,2021-10-24 00:00:00.000,2026-07-10 08:00:00.000
3035fea4e072f6543490e9f4cbdf6033,1221,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q2,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.007703,24820.2687,191.19053,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,,2022-02-07 00:00:00.000,2026-07-10 08:00:00.000
9dca903c4011a4136c55090b1ee3d360,1221,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q2,Approved,Scope 1,Nitrous Oxide (N2O),NO HALO,,Kyoto Gases,0.045659,269.1339,12.288385,0.0,0.0,,,,2022-02-07 00:00:00.000,2026-07-10 08:00:00.000
c860658e9e7b9610c29f7533279c9e7e,1221,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q2,Approved,Scope 1,Methane,,,Kyoto Gases,0.171619,26.6418,4.572239,0.0,0.0,,,,2022-02-07 00:00:00.000,2026-07-10 08:00:00.000
bf9617f42663899c5c0c356b193eaac7,1221,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q2,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,3.248872,0.9942,3.230029,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,,2022-02-07 00:00:00.000,2026-07-10 08:00:00.000
91812f89ead5df6f0e49a782f5fc97e0,1221,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q2,Approved,Scope 1,Halogenated Carbons,R290,HC,Halogenated Carbons,0.13369,3.06,0.409091,0.0,0.0,True,,Minor leak detected and repaired during maintenance.,2022-02-07 00:00:00.000,2026-07-10 08:00:00.000
b0aaac68de89047cba09362f1fab0a3d,1222,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q3,Approved,Scope 1,SF6 (emitted amount = eM),NO HALO,,Kyoto Gases,0.007065,24248.892,171.318422,0.0,0.0,,Estimation based on activity data and IPCC emission factors.,Minor leak detected and repaired during maintenance.,2022-05-14 00:00:00.000,2026-07-10 08:00:00.000
,1222,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q3,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.039562,269.8391,10.675374,0.0,0.0,,,,2022-05-14 00:00:00.000,2026-07-10 08:00:00.000
56db6775b652fe9a0f2adc4985389b85,1222,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q3,Approved,Scope 1,Methane,NO HALO,,Kyoto Gases,0.150004,27.5824,4.13747,0.0,0.0,,,Annual refrigerant top-up recorded; leak-check performed.,2022-05-14 00:00:00.000,2026-07-10 08:00:00.000
2235872b91565eb83dd22d00eb8bac5a,1222,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q3,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,2.612134,1.0138,2.648181,0.0,0.0,,,,2022-05-14 00:00:00.000,2026-07-10 08:00:00.000
d0c72beaa4ed62a3dde51a557eaed55b,1222,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q3,Approved,Scope 1,Halogenated Carbons,R290,HC,Halogenated Carbons,0.145237,3.02,0.438616,0.0,0.0,True,,,2022-05-14 00:00:00.000,2026-07-10 08:00:00.000
33ddfc9fdf404d896af240aca0a6cc40,1223,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q4,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.006277,23834.0717,149.606468,0.0,0.0,,,,2022-08-03 00:00:00.000,2026-07-10 08:00:00.000
57913c034c485a7fec8879e05a8e2bd4,1223,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q4,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.046218,277.7953,12.839143,0.0,0.0,,,Refrigerant charge calculated from equipment log.,2022-08-03 00:00:00.000,2026-07-10 08:00:00.000
ad871d6cf4e7c4408b56caf5928bafd2,1223,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q4,Approved,Scope 1,Methane,,,Kyoto Gases,0.146144,26.2227,3.83229,0.0,0.0,,,,2022-08-03 00:00:00.000,2026-07-10 08:00:00.000
eb5f3a9c1de7043816ce8a7c0db61e28,1223,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q4,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,3.416173,0.9723,3.321545,0.0,0.0,,,,2022-08-03 00:00:00.000,2026-07-10 08:00:00.000
b9362f2b6ba28c63aabc23c84db04466,1223,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2022,Q4,Approved,Scope 1,Halogenated Carbons,R290,HC,Halogenated Carbons,0.166088,2.93,0.486638,0.0,0.0,True,,Minor leak detected and repaired during maintenance.,2022-08-03 00:00:00.000,2026-07-10 08:00:00.000
,1224,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2023,Q1,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.007747,24758.5802,191.804721,0.0,0.0,,,Minor leak detected and repaired during maintenance.,2022-10-24 00:00:00.000,2026-07-10 08:00:00.000
,1224,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2023,Q1,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.038732,270.9617,10.494889,0.0,0.0,,Routine annual measurement; values within expected range.,Refrigerant charge calculated from equipment log.,2022-10-24 00:00:00.000,2026-07-10 08:00:00.000
,1224,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2023,Q1,Approved,Scope 1,Methane,,,Kyoto Gases,0.140151,27.1753,3.808645,0.0,0.0,,Data sourced from metered measurements at site level.,,2022-10-24 00:00:00.000,2026-07-10 08:00:00.000
,1224,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2023,Q1,Approved,Scope 1,Technical Carbon Dioxide,,,Kyoto Gases,3.237728,1.0139,3.282732,0.0,0.0,,,Refrigerant charge calculated from equipment log.,2022-10-24 00:00:00.000,2026-07-10 08:00:00.000
586afffa261d12f0bb91a562e2bae1b1,1224,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2023,Q1,Approved,Scope 1,Halogenated Carbons,R290,HC,Halogenated Carbons,0.148072,2.98,0.441255,0.0,0.0,False,,Minor leak detected and repaired during maintenance.,,2026-07-10 08:00:00.000
cff30af536149aa664139125222dcdf7,1225,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2023,Q2,Approved,Scope 1,SF6 (emitted amount = eM),,,Kyoto Gases,0.008166,24766.2131,202.240896,0.0,0.0,,,,2023-02-06 00:00:00.000,2026-07-10 08:00:00.000
f402cbb143da1b98c6d0399160c6610d,1225,12,Synthetic Site 012,True,IT,3009,SI_D_EV,2023,Q2,Approved,Scope 1,Nitrous Oxide (N2O),,,Kyoto Gases,0.042312,272.264,11.520034,0.0,0.0,,Routine annual measurement; values within expected range.,,2023-02-06 00:00:00.000,2026-07-10 08:00:00.000
