report_id,location_id,location_name,active,country,bu_rc_id,bu_rc_name,fiscal_year,fiscal_quarter,status,currency,env_installation_id,name,number_installations,impact_environment,relevance,legal_norm,remark,env_installations_remark,source_last_updated,load_date
3069,14,Synthetic Site 014,False,CN,3010,SI_D_IN,2026,Y,Approved,CNY,8851.0,,,Air polluting installations,Subject to authorization,,,,2026-08-03 00:00:00.000,2026-07-10 08:00:00.000
3070,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2022,Y,Approved,DKK,8852.0,Underground storage tank,1.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,Annual review: installation within permitted limits.,,2022-05-13 00:00:00.000,2026-07-10 08:00:00.000
3070,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2022,Y,Approved,DKK,8853.0,Selective soldering unit,1.0,Air polluting installations,Notifiable,,,,2022-05-13 00:00:00.000,2026-07-10 08:00:00.000
3070,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2022,Y,Approved,DKK,8854.0,Emergency power unit,1.0,Other plants,Notifiable,BetrSichV,,,2022-05-13 00:00:00.000,2026-07-10 08:00:00.000
3070,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2022,Y,Approved,DKK,8855.0,Cooling unit HCFC,1.0,Cooling installation with HCFC/CFC,Subject to authorization,,Routine inspection completed; no non-conformities found.,,2022-05-13 00:00:00.000,2026-07-10 08:00:00.000
3070,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2022,Y,Approved,DKK,8856.0,Battery storage room,1.0,Plants for handling with waterpolluting substances,Environmental relevant,,,,2022-05-13 00:00:00.000,2026-07-10 08:00:00.000
3070,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2022,Y,Approved,DKK,8857.0,Fuel burning boiler,2.0,Air polluting installations,Subject to authorization,BImSchV,Permit renewal pending; operations continue under existing permit.,,2022-05-13 00:00:00.000,2026-07-10 08:00:00.000
3071,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2023,Y,Approved,DKK,8858.0,Underground storage tank,1.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,,,2023-07-20 00:00:00.000,2026-07-10 08:00:00.000
3071,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2023,Y,Approved,DKK,8859.0,Selective soldering unit,3.0,Air polluting installations,Notifiable,,Routine inspection completed; no non-conformities found.,,2023-07-20 00:00:00.000,2026-07-10 08:00:00.000
3071,15,Synthetic Site 015,True,,3009,SI_D_EV,2023,Y,Approved,DKK,,Emergency power unit,2.0,Other plants,Notifiable,BetrSichV,,,2023-07-20 00:00:00.000,2026-07-10 08:00:00.000
3071,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2023,Y,Approved,DKK,8861.0,Cooling unit HCFC,2.0,Cooling installation with HCFC/CFC,Subject to authorization,31. BImSchV,,,2023-07-20 00:00:00.000,2026-07-10 08:00:00.000
3071,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2023,Y,Approved,DKK,8862.0,Battery storage room,3.0,Plants for handling with waterpolluting substances,Environmental relevant,,,,2023-07-20 00:00:00.000,2026-07-10 08:00:00.000
3071,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2023,Y,Approved,DKK,8863.0,Fuel burning boiler,1.0,Air polluting installations,Subject to authorization,BImSchV,,,2023-07-20 00:00:00.000,2026-07-10 08:00:00.000
3072,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2024,Y,In Work,DKK,8864.0,Underground storage tank,2.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,,,2023-11-20 00:00:00.000,2026-07-10 08:00:00.000
3072,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2024,Y,In Work,DKK,8865.0,Selective soldering unit,1.0,Air polluting installations,Notifiable,clean air law,,,2023-11-20 00:00:00.000,2026-07-10 08:00:00.000
3072,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2024,Y,In Work,DKK,8866.0,Emergency power unit,1.0,Other plants,Notifiable,BetrSichV,Routine inspection completed; no non-conformities found.,,2023-11-20 00:00:00.000,2026-07-10 08:00:00.000
3072,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2024,Y,In Work,DKK,8867.0,Cooling unit HCFC,2.0,Cooling installation with HCFC/CFC,Subject to authorization,31. BImSchV,Routine inspection completed; no non-conformities found.,,2023-11-20 00:00:00.000,2026-07-10 08:00:00.000
3072,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2024,Y,In Work,DKK,8868.0,Battery storage room,1.0,Plants for handling with waterpolluting substances,Environmental relevant,,,,2023-11-20 00:00:00.000,2026-07-10 08:00:00.000
3072,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2024,Y,In Work,DKK,8869.0,Fuel burning boiler,1.0,Air polluting installations,Subject to authorization,BImSchV,Permit renewal pending; operations continue under existing permit.,,2023-11-20 00:00:00.000,2026-07-10 08:00:00.000
3073,15,Synthetic Site 015,False,DK,3009,SI_D_EV,2025,Y,Approved,DKK,8870.0,Underground storage tank,5.0,,,AwSV,,,2025-07-02 00:00:00.000,
3073,15,Synthetic Site 015,False,,3009,SI_D_EV,2025,Y,Approved,DKK,8871.0,Selective soldering unit,2.0,Air polluting installations,Notifiable,clean air law,Routine inspection completed; no non-conformities found.,,2025-07-02 00:00:00.000,2026-07-10 08:00:00.000
3073,15,Synthetic Site 015,False,DK,3009,SI_D_EV,2025,Y,Approved,DKK,8872.0,Emergency power unit,1.0,,,BetrSichV,Routine inspection completed; no non-conformities found.,,2025-07-02 00:00:00.000,2026-07-10 08:00:00.000
3073,15,Synthetic Site 015,False,DK,3009,SI_D_EV,2025,Y,Approved,DKK,8873.0,Cooling unit HCFC,1.0,Cooling installation with HCFC/CFC,Subject to authorization,,,,2025-07-02 00:00:00.000,2026-07-10 08:00:00.000
3073,15,Synthetic Site 015,False,,3009,SI_D_EV,2025,Y,Approved,DKK,8874.0,,,Plants for handling with waterpolluting substances,Environmental relevant,,,,2025-07-02 00:00:00.000,2026-07-10 08:00:00.000
3073,15,Synthetic Site 015,False,DK,3009,SI_D_EV,2025,Y,Approved,DKK,8875.0,,,,,,,,2025-07-02 00:00:00.000,2026-07-10 08:00:00.000
3074,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2026,Y,In Work,DKK,8876.0,Underground storage tank,2.0,Plants for handling with waterpolluting substances,Notifiable,,,,2026-03-25 00:00:00.000,2026-07-10 08:00:00.000
3074,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2026,Y,In Work,DKK,8877.0,Selective soldering unit,1.0,,,,Routine inspection completed; no non-conformities found.,,2026-03-25 00:00:00.000,2026-07-10 08:00:00.000
3074,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2026,Y,In Work,DKK,8878.0,Emergency power unit,1.0,,,,Routine inspection completed; no non-conformities found.,,2026-03-25 00:00:00.000,2026-07-10 08:00:00.000
3074,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2026,Y,In Work,DKK,8879.0,Cooling unit HCFC,3.0,Cooling installation with HCFC/CFC,Subject to authorization,31. BImSchV,,,2026-03-25 00:00:00.000,2026-07-10 08:00:00.000
3074,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2026,Y,In Work,DKK,8880.0,,,Plants for handling with waterpolluting substances,Environmental relevant,,Annual review: installation within permitted limits.,,2026-03-25 00:00:00.000,2026-07-10 08:00:00.000
3074,15,Synthetic Site 015,True,DK,3009,SI_D_EV,2026,Y,In Work,DKK,8881.0,Fuel burning boiler,1.0,Air polluting installations,Subject to authorization,BImSchV,,,2026-03-25 00:00:00.000,2026-07-10 08:00:00.000
3075,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2022,Y,Approved,EUR,,Fuel burning boiler,1.0,Air polluting installations,Subject to authorization,BImSchV,Routine inspection completed; no non-conformities found.,,2022-05-28 00:00:00.000,2026-07-10 08:00:00.000
3075,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2022,Y,Approved,EUR,8883.0,,,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,,,2022-05-28 00:00:00.000,2026-07-10 08:00:00.000
3075,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2022,Y,Approved,EUR,8884.0,Cooling unit HCFC,1.0,Cooling installation with HCFC/CFC,Subject to authorization,31. BImSchV,Minor maintenance scheduled for next quarter.,,2022-05-28 00:00:00.000,2026-07-10 08:00:00.000
3076,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2023,Y,Approved,EUR,8885.0,Fuel burning boiler,1.0,Air polluting installations,Subject to authorization,BImSchV,,,2023-07-09 00:00:00.000,2026-07-10 08:00:00.000
3076,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2023,Y,Approved,EUR,8886.0,Hazardous substance storage,2.0,,,AwSV,Documentation updated following last audit.,,2023-07-09 00:00:00.000,
3076,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2023,Y,Approved,EUR,,,,Cooling installation with HCFC/CFC,Subject to authorization,,,,2023-07-09 00:00:00.000,2026-07-10 08:00:00.000
3077,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2024,Y,Approved,EUR,8888.0,,,Air polluting installations,Subject to authorization,,,,2024-05-09 00:00:00.000,2026-07-10 08:00:00.000
3077,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2024,Y,Approved,EUR,8889.0,Hazardous substance storage,1.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,Documentation updated following last audit.,,2024-05-09 00:00:00.000,2026-07-10 08:00:00.000
3077,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2024,Y,Approved,EUR,8890.0,Cooling unit HCFC,1.0,Cooling installation with HCFC/CFC,Subject to authorization,31. BImSchV,,,2024-05-09 00:00:00.000,2026-07-10 08:00:00.000
3078,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2025,Y,Approved,EUR,8891.0,,,Air polluting installations,Subject to authorization,,Routine inspection completed; no non-conformities found.,,2025-07-22 00:00:00.000,2026-07-10 08:00:00.000
3078,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2025,Y,Approved,EUR,8892.0,Hazardous substance storage,1.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,,,2025-07-22 00:00:00.000,2026-07-10 08:00:00.000
3078,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2025,Y,Approved,EUR,8893.0,Cooling unit HCFC,12.0,Cooling installation with HCFC/CFC,Subject to authorization,,,,2025-07-22 00:00:00.000,2026-07-10 08:00:00.000
3079,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2026,Y,Approved,EUR,8894.0,Fuel burning boiler,2.0,Air polluting installations,Subject to authorization,BImSchV,,,2026-06-20 00:00:00.000,2026-07-10 08:00:00.000
3079,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2026,Y,Approved,EUR,8895.0,Hazardous substance storage,1.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,Documentation updated following last audit.,,2026-06-20 00:00:00.000,2026-07-10 08:00:00.000
3079,16,Synthetic Site 016,True,AT,3009,SI_D_EV,2026,Y,Approved,EUR,8896.0,Cooling unit HCFC,2.0,Cooling installation with HCFC/CFC,Subject to authorization,31. BImSchV,,,2026-06-20 00:00:00.000,2026-07-10 08:00:00.000
3080,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2022,Y,Approved,TRY,8897.0,,,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,Routine inspection completed; no non-conformities found.,,2022-04-10 00:00:00.000,2026-07-10 08:00:00.000
3080,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2022,Y,Approved,TRY,8898.0,,,Air polluting installations,Environmental relevant,,Routine inspection completed; no non-conformities found.,,2022-04-10 00:00:00.000,2026-07-10 08:00:00.000
3080,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2022,Y,Approved,TRY,8899.0,Underground storage tank,2.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,Annual review: installation within permitted limits.,,2022-04-10 00:00:00.000,2026-07-10 08:00:00.000
3080,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2022,Y,Approved,TRY,8900.0,,,Air polluting installations,Notifiable,clean air law,Minor maintenance scheduled for next quarter.,,2022-04-10 00:00:00.000,2026-07-10 08:00:00.000
3080,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2022,Y,Approved,TRY,8901.0,Fuel burning boiler,1.0,,,BImSchV,,,2022-04-10 00:00:00.000,2026-07-10 08:00:00.000
3080,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2022,Y,Approved,TRY,8902.0,Oil-water separator,1.0,Waste water treatment plants,Notifiable,WHG,,,2022-04-10 00:00:00.000,2026-07-10 08:00:00.000
3081,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2023,Y,Approved,TRY,8903.0,Hazardous substance storage,2.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,,,2022-11-16 00:00:00.000,2026-07-10 08:00:00.000
3081,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2023,Y,Approved,TRY,8904.0,Nitrogen tank,2.0,Air polluting installations,Environmental relevant,,,,2022-11-16 00:00:00.000,2026-07-10 08:00:00.000
3081,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2023,Y,Approved,TRY,,Underground storage tank,6.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,,,2022-11-16 00:00:00.000,2026-07-10 08:00:00.000
3081,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2023,Y,Approved,TRY,8906.0,,,Air polluting installations,Notifiable,clean air law,,,2022-11-16 00:00:00.000,2026-07-10 08:00:00.000
3081,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2023,Y,Approved,TRY,8907.0,Fuel burning boiler,4.0,Air polluting installations,Subject to authorization,BImSchV,,,2022-11-16 00:00:00.000,2026-07-10 08:00:00.000
3081,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2023,Y,Approved,TRY,8908.0,Oil-water separator,1.0,Waste water treatment plants,Notifiable,WHG,,,2022-11-16 00:00:00.000,2026-07-10 08:00:00.000
3082,17,Synthetic Site 017,False,TR,3005,SI_D_MO,2024,Y,Approved,TRY,8909.0,Hazardous substance storage,1.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,Routine inspection completed; no non-conformities found.,,2023-11-07 00:00:00.000,2026-07-10 08:00:00.000
3082,17,Synthetic Site 017,False,TR,3005,SI_D_MO,2024,Y,Approved,TRY,8910.0,Nitrogen tank,2.0,Air polluting installations,Environmental relevant,,,,2023-11-07 00:00:00.000,2026-07-10 08:00:00.000
3082,17,Synthetic Site 017,False,TR,3005,SI_D_MO,2024,Y,Approved,TRY,8911.0,Underground storage tank,1.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,,,2023-11-07 00:00:00.000,2026-07-10 08:00:00.000
3082,17,Synthetic Site 017,False,TR,3005,SI_D_MO,2024,Y,Approved,TRY,8912.0,,,Air polluting installations,Notifiable,clean air law,,,2023-11-07 00:00:00.000,2026-07-10 08:00:00.000
3082,17,Synthetic Site 017,False,TR,3005,SI_D_MO,2024,Y,Approved,TRY,8913.0,Fuel burning boiler,2.0,Air polluting installations,Subject to authorization,BImSchV,,,2023-11-07 00:00:00.000,2026-07-10 08:00:00.000
3082,17,Synthetic Site 017,False,TR,3005,SI_D_MO,2024,Y,Approved,TRY,8914.0,Oil-water separator,4.0,Waste water treatment plants,Notifiable,WHG,,,2023-11-07 00:00:00.000,2026-07-10 08:00:00.000
3083,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2025,Y,Approved,TRY,8915.0,,,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,,,2025-03-22 00:00:00.000,2026-07-10 08:00:00.000
3083,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2025,Y,Approved,TRY,8916.0,,,Air polluting installations,Environmental relevant,,Routine inspection completed; no non-conformities found.,,2025-03-22 00:00:00.000,2026-07-10 08:00:00.000
3083,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2025,Y,Approved,TRY,8917.0,Underground storage tank,1.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,,,2025-03-22 00:00:00.000,2026-07-10 08:00:00.000
3083,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2025,Y,Approved,TRY,8918.0,Selective soldering unit,2.0,Air polluting installations,Notifiable,clean air law,,,2025-03-22 00:00:00.000,2026-07-10 08:00:00.000
3083,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2025,Y,Approved,TRY,8919.0,Fuel burning boiler,4.0,Air polluting installations,Subject to authorization,BImSchV,Minor maintenance scheduled for next quarter.,,2025-03-22 00:00:00.000,2026-07-10 08:00:00.000
3083,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2025,Y,Approved,TRY,8920.0,,,Waste water treatment plants,Notifiable,,Documentation updated following last audit.,,2025-03-22 00:00:00.000,2026-07-10 08:00:00.000
3084,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2026,Y,Approved,TRY,8921.0,,,Plants for handling with waterpolluting substances,Subject to authorization,,Routine inspection completed; no non-conformities found.,,2026-08-09 00:00:00.000,2026-07-10 08:00:00.000
3084,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2026,Y,Approved,TRY,8922.0,Nitrogen tank,2.0,Air polluting installations,Environmental relevant,,,,2026-08-09 00:00:00.000,2026-07-10 08:00:00.000
3084,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2026,Y,Approved,TRY,8923.0,Underground storage tank,1.0,Plants for handling with waterpolluting substances,Notifiable,AwSV,Annual review: installation within permitted limits.,,2026-08-09 00:00:00.000,2026-07-10 08:00:00.000
3084,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2026,Y,Approved,TRY,8924.0,Selective soldering unit,2.0,Air polluting installations,Notifiable,,,,2026-08-09 00:00:00.000,
3084,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2026,Y,Approved,TRY,8925.0,,,Air polluting installations,Subject to authorization,BImSchV,,,2026-08-09 00:00:00.000,2026-07-10 08:00:00.000
3084,17,Synthetic Site 017,True,TR,3005,SI_D_MO,2026,Y,Approved,TRY,8926.0,,,Waste water treatment plants,Notifiable,WHG,Documentation updated following last audit.,,2026-08-09 00:00:00.000,2026-07-10 08:00:00.000
3085,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2022,Y,Approved,CAD,8927.0,Biological treatment unit,3.0,Waste water treatment plants,Subject to authorization,WHG-VawS,,,2022-01-02 00:00:00.000,2026-07-10 08:00:00.000
3085,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2022,Y,Approved,CAD,8928.0,Emergency power unit,3.0,Other plants,Notifiable,BetrSichV,,,2022-01-02 00:00:00.000,2026-07-10 08:00:00.000
3085,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2022,Y,Approved,CAD,8929.0,Compressed gas cylinder store,2.0,Other plants,Notifiable,AwSV,Annual review: installation within permitted limits.,,2022-01-02 00:00:00.000,2026-07-10 08:00:00.000
3085,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2022,Y,Approved,CAD,8930.0,Chemical storage area,3.0,Plants for handling with waterpolluting substances,Environmental relevant,AwSV,Minor maintenance scheduled for next quarter.,,2022-01-02 00:00:00.000,2026-07-10 08:00:00.000
3085,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2022,Y,Approved,CAD,8931.0,CHP unit,2.0,Other plants,Subject to authorization,BImSchV,Minor maintenance scheduled for next quarter.,,2022-01-02 00:00:00.000,2026-07-10 08:00:00.000
3085,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2022,Y,Approved,CAD,8932.0,,,Air polluting installations,Environmental relevant,,Documentation updated following last audit.,,2022-01-02 00:00:00.000,2026-07-10 08:00:00.000
3086,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2023,Y,Approved,CAD,8933.0,Biological treatment unit,4.0,Waste water treatment plants,Subject to authorization,WHG-VawS,Permit renewal pending; operations continue under existing permit.,,2023-02-19 00:00:00.000,2026-07-10 08:00:00.000
3086,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2023,Y,Approved,CAD,8934.0,,,Other plants,Notifiable,BetrSichV,,,2023-02-19 00:00:00.000,2026-07-10 08:00:00.000
3086,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2023,Y,Approved,CAD,8935.0,,,Other plants,Notifiable,AwSV,,,2023-02-19 00:00:00.000,2026-07-10 08:00:00.000
3086,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2023,Y,Approved,CAD,,,,Plants for handling with waterpolluting substances,Environmental relevant,,Minor maintenance scheduled for next quarter.,,2023-02-19 00:00:00.000,2026-07-10 08:00:00.000
3086,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2023,Y,Approved,CAD,8937.0,CHP unit,1.0,Other plants,Subject to authorization,,,,2023-02-19 00:00:00.000,2026-07-10 08:00:00.000
3086,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2023,Y,Approved,CAD,8938.0,Nitrogen tank,2.0,Air polluting installations,Environmental relevant,,Documentation updated following last audit.,,2023-02-19 00:00:00.000,2026-07-10 08:00:00.000
3087,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2024,Y,Approved,CAD,8939.0,Biological treatment unit,1.0,Waste water treatment plants,Subject to authorization,,,,2024-08-14 00:00:00.000,2026-07-10 08:00:00.000
3087,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2024,Y,Approved,CAD,8940.0,Emergency power unit,1.0,Other plants,Notifiable,BetrSichV,,,2024-08-14 00:00:00.000,2026-07-10 08:00:00.000
3087,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2024,Y,Approved,CAD,8941.0,Compressed gas cylinder store,1.0,Other plants,Notifiable,AwSV,Annual review: installation within permitted limits.,,2024-08-14 00:00:00.000,2026-07-10 08:00:00.000
3087,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2024,Y,Approved,CAD,8942.0,,,Plants for handling with waterpolluting substances,Environmental relevant,AwSV,,,2024-08-14 00:00:00.000,2026-07-10 08:00:00.000
3087,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2024,Y,Approved,,8943.0,CHP unit,1.0,Other plants,Subject to authorization,,,,2024-08-14 00:00:00.000,
3087,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2024,Y,Approved,CAD,8944.0,Nitrogen tank,1.0,Air polluting installations,Environmental relevant,,,,2024-08-14 00:00:00.000,2026-07-10 08:00:00.000
3088,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2025,Y,Approved,CAD,8945.0,Biological treatment unit,3.0,Waste water treatment plants,Subject to authorization,WHG-VawS,Permit renewal pending; operations continue under existing permit.,,2025-04-02 00:00:00.000,2026-07-10 08:00:00.000
3088,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2025,Y,Approved,CAD,8946.0,Emergency power unit,2.0,Other plants,Notifiable,BetrSichV,,,2025-04-02 00:00:00.000,2026-07-10 08:00:00.000
3088,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2025,Y,Approved,CAD,8947.0,Compressed gas cylinder store,1.0,Other plants,Notifiable,,,,2025-04-02 00:00:00.000,2026-07-10 08:00:00.000
3088,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2025,Y,Approved,CAD,8948.0,Chemical storage area,2.0,Plants for handling with waterpolluting substances,Environmental relevant,AwSV,,,2025-04-02 00:00:00.000,2026-07-10 08:00:00.000
3088,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2025,Y,Approved,CAD,8949.0,CHP unit,1.0,Other plants,Subject to authorization,,,,2025-04-02 00:00:00.000,2026-07-10 08:00:00.000
3088,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2025,Y,Approved,CAD,8950.0,,,Air polluting installations,Environmental relevant,,Documentation updated following last audit.,,2025-04-02 00:00:00.000,2026-07-10 08:00:00.000
3089,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2026,Y,Approved,CAD,8951.0,Biological treatment unit,2.0,Waste water treatment plants,Subject to authorization,WHG-VawS,,,2025-12-12 00:00:00.000,2026-07-10 08:00:00.000
3089,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2026,Y,Approved,CAD,8952.0,Emergency power unit,1.0,Other plants,Notifiable,,,,2025-12-12 00:00:00.000,2026-07-10 08:00:00.000
3089,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2026,Y,Approved,CAD,8953.0,Compressed gas cylinder store,2.0,Other plants,Notifiable,,Annual review: installation within permitted limits.,,2025-12-12 00:00:00.000,2026-07-10 08:00:00.000
3089,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2026,Y,Approved,CAD,8954.0,Chemical storage area,2.0,Plants for handling with waterpolluting substances,Environmental relevant,,Minor maintenance scheduled for next quarter.,,2025-12-12 00:00:00.000,2026-07-10 08:00:00.000
3089,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2026,Y,Approved,CAD,8955.0,,,Other plants,Subject to authorization,,Minor maintenance scheduled for next quarter.,,2025-12-12 00:00:00.000,2026-07-10 08:00:00.000
3089,18,Synthetic Site 018,True,CA,3001,SI_D_DI,2026,Y,Approved,CAD,8956.0,Nitrogen tank,3.0,Air polluting installations,Environmental relevant,,,,2025-12-12 00:00:00.000,2026-07-10 08:00:00.000
3090,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2022,Y,Approved,EUR,8957.0,,,Other plants,Environmental relevant,,,,2022-08-25 00:00:00.000,2026-07-10 08:00:00.000
3090,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2022,Y,Approved,EUR,8958.0,,,Waste water treatment plants,Subject to authorization,WHG,,,2022-08-25 00:00:00.000,2026-07-10 08:00:00.000
3090,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2022,Y,Approved,EUR,8959.0,Oil-water separator,1.0,Waste water treatment plants,Notifiable,WHG,Documentation updated following last audit.,,2022-08-25 00:00:00.000,2026-07-10 08:00:00.000
3090,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2022,Y,Approved,EUR,8960.0,Fat separator,3.0,Waste water treatment plants,Environmental relevant,WHG,,,2022-08-25 00:00:00.000,2026-07-10 08:00:00.000
3090,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2022,Y,Approved,EUR,8961.0,Cooling unit HCFC,4.0,Cooling installation with HCFC/CFC,Subject to authorization,31. BImSchV,,,2022-08-25 00:00:00.000,2026-07-10 08:00:00.000
3090,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2022,Y,Approved,EUR,8962.0,Hazardous substance storage,2.0,Plants for handling with waterpolluting substances,Subject to authorization,AwSV,Documentation updated following last audit.,,2022-08-25 00:00:00.000,2026-07-10 08:00:00.000
3091,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2023,Y,Approved,EUR,8963.0,Transformer station,1.0,,,,,,2022-12-21 00:00:00.000,2026-07-10 08:00:00.000
3091,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2023,Y,Approved,EUR,8964.0,Sewage treatment plant,3.0,Waste water treatment plants,Subject to authorization,WHG,,,2022-12-21 00:00:00.000,2026-07-10 08:00:00.000
3091,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2023,Y,Approved,EUR,8965.0,Oil-water separator,3.0,Waste water treatment plants,Notifiable,,Documentation updated following last audit.,,2022-12-21 00:00:00.000,2026-07-10 08:00:00.000
3091,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2023,Y,Approved,EUR,8966.0,Fat separator,4.0,Waste water treatment plants,Environmental relevant,WHG,Annual review: installation within permitted limits.,,2022-12-21 00:00:00.000,2026-07-10 08:00:00.000
3091,19,Synthetic Site 019,True,FI,3007,SI_D_SW,2023,Y,Approved,EUR,8967.0,Cooling unit HCFC,6.0,Cooling installation with HCFC/CFC,Subject to authorization,31. BImSchV,Permit renewal pending; operations continue under existing permit.,,2022-12-21 00:00:00.000,2026-07-10 08:00:00.000
